Use this space to leave any additional comments about your vision for the future of transportation in your community.
Better bus scheduals
Better emmissions
better roads for future transportation. punctuality and politeness from bus drivers and passengers. more access to vehicles (zipcars) at more locations
bike lanes are important both for the safety of riders and vehicle drivers. Accidents involving cyclists are more common and we should do everything to prevent them
"Bike paths such as the boneyard greenway are great and the one from champaign to savoy too. Inter-city transport like the KRT is excellent. I would never have one to St. Joe if the bike trail did not go there. I would be great to have a safe bike route to prospect shopping, althought spreading shopping through locals areas would be even better (what will happen to the north prospec area after some of the stores close?). Roads in lower in-come areas are not as well maintained. why? residents there pay property taxes"
Bike riders running over pedestrians
"Build a high speed rail line to major cities nearby. Champaign-Urbana is great, but it's basically an island. If a person could get to downtown Chicago/Indianapolis/St. Louis in roughly a hour, it would make the city much more attractive to people."
Bus Route that can take me across town directly
Buses across 2 lanes of traffic. cars block the intersection of prospect and mattis. roads are to many close for buses to get down safely. Bus limited wheelchair space. more bus service to rantoul. cant walk at ConAir. we have better bus service to danville
Can we please get a bike path from Mansfield -> Mahomet -> Champaign
"Connecting to Chicago, Springfield, St Louis etc without my own vehicle"
"Cool survey
"
"Could the bus that comes down Windsor and North on First, turn left on Gerty and North on Oak? Anyone who works over in the research park area has to cross four lanes of traffic and during busy times or bad weather, that's a lot."
CUUATS is doing an amazing job in our community! Thank you very much!
"Discussion on autonomous buses, local electric light rail circuit if expansion continues, focus on ability for low-income persons to utilize public transport, emphasis of public transport such as C-U MTD serving low-income areas currently not served by existing routes."
Dockless shared transportation
Easier transportation in C-U-train trolleys or other systems
Employment in the future?
"Especially with the current weather, everyone should be walking"
Expecting more night buses
Free transportation
"Good MTD system, but ineffective interurban systems"
"Help Paula Dr. Lots of Children, high traffic no sidewalks."
High speed rail. High speed rail is very important to me and other who work at UIUC. Do not analyze these results as if they were obtained from a random sample
Hope autonomous vehicles become a reliabke transportation methof
I am 12 and I feel like we should have cars that you don't have to actually drive
I am a _____ to work and back time and convenient
"I am hugely concerned about climate change, and hope we can truly prioritize lower carbon emissions and make the city more resilient and more equitable"
I do not see the political will to stop urban sprawl which will require greater population density
I enjoy having my own vehicle. I have independence and do not rely on others.
I have not rode the bus or train enough to answer
I hope to see the future properly adjusted for every citizens needs.
I think my #1 priority is taking away as much gas emissions as possible. so walking and biking sounds good.
"I think surveys like this are important, and it will be interesting seeing how transportation in the C-U area changes with all the innovation that is currently happening. I also wonder about other aspects of infrastructure such as more efficient and environmentally friendly street lighting, adding more bicycle lanes throughout the community to improve safety, providing additional charge stations for electric cars as to increase equitable access, and smart or solar powered roadways."
I wish more drivers were courteous and less impatient/mad at pedestrians and cyclists. We need a culture change.
"I would like it if more bus route went straight down main artery streets, rather than winding through neighborhoods, to improve efficiency"
"I would like these cities to be more walkable/bikable. I wish I didn't have to take a form of transit every day to get to/from home, work, shopping, movies, etc.."
"I would like to see C-U strive and achieve transportation equality, where all modes of travel are safe and convenient instead of dangerous and belabored affairs like it is now."
"I would love to see safer options for bicyclist and pedestrians/more bike paths, crosswalks, and more non-drivable areas. I think green street and downtown Neil would work great as walk only areas"
"I'd hope to see less sprawl. Cars are necessary as long as the distance to get anywhere is so far
"
"I'd hope to see less sprawl. Cars are necessary as long as the distance to get anywhere is so far
"
"If I had my way, I would invest in electric trains that go from town to town, eliminating a great percentage of the need for cars, at all. I would also invest in electric train In Town, with a greater frequency of service than the current CUMTD. I would Make Sure to include days the CUMTD deems unnecessary for outlying areas, like evenings and Weekends, especially Sundays. For this reason, I have been passed over for job opportunities, simply because I couldn't get to work."
"I'm happy that CU has interest, foresight, and action into doing this."
"Incentive programs like coupons to local restaurants / shops will help in adapting public transportation. Also, if there are more amenities in public transport like luxury Seating, free WiFi, cafe options etc, it will attract more people. Community education program on explaining why riding bus is not a social stigma."
It should be more convenient and require less pollution.
It's gonna expand
lack of conformity to past transport. no improving in the road ways. do not destroy the in place transportation system and get away from the personal human touch
Later bus routes
"Less emissions, less inequality, cheap and safe"
Long term health of this community is contingent on more frequent/reliable rail connectivity to Chicago.
Make bus routes easier to understand
Make it easier to know what bus stop has what bus.
"making it easier for for poor people to get to the doctors, schools, groceries, etc., especially if they have kids"
More bike lanes
Mtd and C-carts there to provide access points between Champaign and Urbana and the smaller towns like Tolono and Mahomet
My concern is for those who can't travel with the regular MTD routes because of an intellectual or developmental disabilities. There are not enough paratransport buses for people who would need it to travel to work because they are too bust at that time. It's also a very complicated system
"My priority is convenience; I do not like investing a lot of time into traveling. At the same time, I do not like the idea of technology controlling me; it should be the opposite."
Need more buses with greater frequency. Challenge getting home in the evening because of lack of service
Neighborhood Equity and Access to the planning and the implementation
Neighborhoods? connect north end to service areas i.e. Hospitals? Transportation should be accessible to working class/poor. I love this initiative-it's needed!
"No cars, more trams, trains, and buses"
"Please create space for disability advocates (maybe check with PACE) to take this survey. I know I'm interested in reducing the car controlled spaces, but it's very important that our neighborhoods are built to accommodate everyone."
Promote neighborhood stores and restaurants so you don’t have to drive across town to get things.
Seems good to me
"Self driving car
"
Shuttle neghborhood options
Smarter bus routes that produce less emissions to passenger ratio
Sometime people ride the MTD because it is just helpful with being in a small town
Stick to bus system
"thank you for taking the time to put together this survey. I am graduating this year and leaving town, but I look forward to coming back and seeing how much things might improve!"
The bike repair stations are often in disrepair. The one in Lincoln Sq had a broken pump for more than a year. also bus service seems focused on students and not so much the rest of us. people still live here and need to get around in between semesters. this is more important in winter due to weather
The busses become more effective
"The busses going through downtown Champaign are a nightmare for drivers, walkers and people trying to enjoy outside entertainment. Reroute the busses around that arena."
"The Efficiency of using public transportation in small cities are not good. especially in winter, more transportation options are needed. such as one drive bicycle. I do not want to buy a bike, but want to ride from time to time. Or in winter, more buses or express buses can be available"
The Safety of biking w/o drivers stopping in certain stops
"The urbanization of C-U makes the community more vibrant, more environmentally friendly, and more likely to someday be able to capitalize on its economic potential. Continued sprawl renders the town more dull and boring, inaccessible, and environmentally destructive. Future development planning should have continued infill development and the active discouragement/disincentivizing of sprawl and suburbanization as its very highest priorities."
"The way your questions were phrased, there was no room for any disagreement at all. ""How much more do you love this soup than your old soup?"" leaves no room not to like soup at all, or even not to like the new soup. I am 65. When I was younger I did a lot of bike riding (it was my principal way to get around for decades) and I lived in the center of the City. As I near retirement with mobility issues I ride my bike very little. I have moved to a one story home from my upstairs apartment. I refuse to be guilted about owning and driving a car, as I drive a subcompact 2-seat vehicle, as small as cars get. Walking long distances is undo-able."
There needs to be more clean and public restrooms for people during commutes.
"There needs to be more emphasis on safety for non-car users away from campus, as well as more education for drivers on why the safety of non-drivers is actually really important. I can think of a number of intersections where drivers just don't care to look for cyclists and pedestrians (I'm looking at you, Illinois and Vine).

And screw autonomous vehicles. I'd rather we focus on expanding bus service."
"there needs to be safe separate spaces for cars, peds and cyclists"
"Three priorities: more bike lanes and parking, more bus routes with more frequent buses, and a moratorium on sprawl"
Traffic congestion isn't a bad thing. We should stop focusing on it in transportation planning.
"Veorides are now more expensive, and owning a bike or car is both risky and expensive."
Very little mention of transportation concerns of the elderly and the handicapped
We need better roads
We need better roads
We need to prepare for the future impacts of global warming and population growth
We need TRAINS! LIGHT RAIL TRAINS!
"While maintaining centrally located infrastructure is important, please don't forget the folks who live outside of city centers who urgently need bike lanes, sidewalks, and access to public transportation."
You can take into consideration the increase in population of people who are working from home and are not required to travel for work/chores like groceries. so personal travel might decrease and commercial might increase and the future vision can align with that
"you need a way for every citizen to know what public transportation is available to them and how it can save them time and money. You need more, better, safer bike routes. public transit needs to be frequent enough like in zurich. There needs to be a way for people considering ride-sharing to feel they're being paired with safe people"
